Date;SeqRank;Ident;Paint Color;HPRC1;HPRC2;HPRC3;HPRC4;HPRC5;HPRC6;LPRC1;LPRC2;LPRC3;LPRC4;LPRC5;LPRC6;LPRC7;
2004 22 1;594;24042110057;2;0;0;1;1;0;0;0;0;0;0;1;0;0;
2004 22 1;595;24042210701;2;1;0;0;0;0;0;0;1;0;0;0;0;0;
2004 22 1;596;24042140999;2;1;0;1;0;0;0;0;0;0;0;0;0;0;
2004 22 1;597;24042110207;2;0;0;1;1;0;0;0;0;0;0;0;0;0;
2004 22 1;598;24042140891;2;1;0;0;0;0;1;0;0;0;0;0;0;0;
2004 22 1;599;24042110601;2;0;1;1;0;0;0;0;0;0;0;1;0;0;
2004 22 1;600;24042141013;2;1;0;1;0;0;0;0;0;0;0;0;0;0;
2004 22 1;601;24042160014;2;0;0;0;1;0;0;0;1;0;0;0;0;0;
2004 22 1;602;24042130652;10;1;0;1;0;0;0;0;0;0;0;0;0;0;
2004 22 1;603;24042131342;10;1;0;1;0;0;0;0;0;0;0;1;0;0;
2004 22 1;604;24042140216;10;0;0;0;1;0;0;0;1;0;0;0;0;0;
2004 22 1;605;24042130661;10;1;0;1;0;0;0;0;0;0;0;0;0;0;
2004 22 1;606;24042131161;10;1;0;0;0;0;1;0;0;0;0;0;0;0;
2004 22 1;607;24042140809;7;1;0;1;0;0;0;0;0;0;0;1;1;0;
2004 22 1;608;24042120046;7;0;0;1;1;0;0;0;0;0;0;0;0;0;
2004 22 1;609;24042141099;7;1;0;0;0;0;0;0;0;0;0;0;0;0;
2004 22 1;610;24042150532;1;0;1;1;0;0;0;0;1;0;0;0;0;0;
2004 22 1;611;24042130958;1;1;0;0;0;0;0;0;0;0;0;0;0;0;
2004 22 1;612;24042120101;1;0;0;1;1;0;0;0;0;0;0;1;0;0;
2004 22 1;613;24042130767;1;1;0;1;0;0;0;0;0;0;0;0;0;0;
2004 22 1;614;24042131151;7;1;0;0;0;0;1;0;0;0;0;0;0;0;
2004 22 1;615;24042120455;3;0;0;1;1;0;0;0;0;1;0;1;0;0;
2004 22 1;616;24042210655;9;1;0;0;0;0;0;0;1;0;0;0;0;0;
2004 22 1;617;24042110640;4;0;0;1;0;1;0;0;0;0;0;0;0;0;
2004 22 1;618;24042110031;3;0;0;0;1;0;0;0;0;0;0;0;0;0;
2004 22 1;619;24042131333;3;1;0;1;0;0;0;0;0;0;0;0;0;0;
2004 22 1;620;24042120781;3;0;1;1;0;0;0;0;0;0;0;1;0;0;
2004 22 1;621;24042110362;3;0;0;0;1;0;0;0;0;0;0;0;0;0;
2004 22 1;622;24042140927;12;1;0;1;0;0;0;0;0;0;0;0;0;0;
2004 22 1;623;24042140204;9;0;0;0;1;0;0;0;1;0;0;0;0;0;
2004 22 1;624;24042141135;3;1;0;1;0;0;0;0;0;0;0;1;0;0;
2004 22 1;625;24042130972;3;1;0;0;0;0;1;1;0;0;0;0;1;0;
2004 22 1;626;24042120304;3;0;0;1;1;0;0;0;0;0;0;0;0;0;
2004 22 1;627;24042140880;3;1;0;0;0;0;0;0;0;0;0;0;0;0;
2004 22 1;628;24042110146;3;0;0;1;1;0;0;0;0;0;1;1;0;0;
2004 22 1;629;24042210872;3;1;0;0;0;0;0;0;1;0;0;0;0;0;
2004 22 1;630;24042110495;3;0;1;1;0;0;0;0;0;0;0;0;0;0;
2004 22 1;631;24042120012;3;0;0;0;1;0;0;0;0;0;0;0;0;0;
2004 22 1;632;24042110684;4;0;0;1;0;1;0;0;0;0;0;0;0;0;
2004 22 1;633;24042131104;1;1;0;0;0;0;1;0;0;0;0;0;0;0;
2004 22 1;634;24042120130;1;0;0;1;1;0;0;0;0;0;0;1;0;0;
2004 22 1;635;24042210524;1;1;0;0;0;0;0;0;1;0;0;0;0;0;
2004 22 1;636;24042130727;1;1;0;1;0;0;0;0;0;0;0;0;0;0;
2004 22 1;637;24042120191;1;0;0;1;1;0;0;0;0;0;0;1;0;0;
2004 22 1;638;24042130734;1;1;0;1;0;0;0;0;0;0;0;0;0;0;
2004 22 1;639;24042130949;1;1;0;0;0;0;0;0;0;0;0;0;0;0;
2004 22 1;640;24042140420;9;0;1;1;0;0;0;0;1;0;0;0;0;0;
2004 22 1;641;24042131277;9;1;0;0;0;0;1;0;0;0;0;0;0;0;
2004 22 1;642;24042120196;1;0;0;1;1;0;0;0;0;0;0;1;0;0;
2004 22 1;643;24042130721;1;1;0;1;0;0;0;0;0;0;0;0;0;0;
2004 22 1;644;24042130636;1;1;0;1;0;0;0;0;0;0;0;0;0;0;
2004 22 1;645;24042120010;1;0;0;0;1;0;0;0;0;0;0;0;0;0;
2004 22 1;646;24042141121;1;1;0;1;0;0;0;0;0;0;0;1;0;0;
2004 22 1;647;24042210706;9;1;0;0;0;0;0;0;1;0;0;0;0;0;
2004 22 1;648;24042120150;9;0;0;1;1;0;0;0;0;0;0;0;0;0;
2004 22 1;649;24042131014;9;1;0;1;0;0;0;0;0;0;0;0;0;0;
2004 22 1;650;24042120530;9;0;1;0;0;0;0;0;0;0;0;0;1;0;
2004 22 1;651;24042120078;9;0;0;1;1;0;0;0;0;0;0;1;0;0;
2004 22 1;652;24042131148;9;1;0;0;0;0;1;0;0;0;0;0;0;0;
2004 22 1;653;24042130989;9;1;0;1;0;0;0;0;0;0;0;0;0;0;
2004 22 1;654;24042140092;9;0;0;0;1;0;0;0;1;0;0;0;0;0;
2004 22 1;655;24042131019;13;1;0;1;0;0;0;0;0;0;0;0;0;0;
2004 22 1;656;24042120816;3;0;1;1;0;0;0;0;0;0;0;1;0;0;
2004 22 1;657;24042131018;13;1;0;1;0;0;0;0;0;0;0;0;0;0;
2004 22 1;658;24042060046;9;0;0;0;1;0;0;0;0;0;0;0;0;0;
2004 22 1;659;24042130980;13;1;0;1;0;0;0;0;0;0;0;0;0;0;
2004 22 1;660;24042131213;13;1;0;0;0;0;1;0;0;0;0;0;0;0;
2004 22 1;661;24042120064;1;0;0;1;1;0;0;0;0;0;0;1;0;0;
2004 22 1;662;24042210660;13;1;0;0;0;0;0;0;1;0;0;0;0;0;
2004 22 1;663;24042130987;13;1;0;1;0;0;0;0;0;0;0;0;0;0;
2004 22 1;664;24042120454;3;0;0;0;1;0;0;0;0;1;0;0;0;0;
2004 22 1;665;24042141149;3;1;0;1;0;0;0;0;0;0;0;0;0;0;
2004 22 1;666;24042120817;3;0;1;1;0;0;0;0;0;0;0;1;0;0;
2004 22 1;667;24042110111;3;0;0;1;1;0;0;0;0;0;0;0;0;0;
2004 22 1;668;24042131266;9;1;0;0;0;0;1;1;0;0;1;0;1;0;
2004 22 1;669;24042141156;9;1;0;1;0;0;0;0;0;0;0;0;0;0;
2004 22 1;670;24042140208;9;0;0;0;1;0;0;0;1;0;0;0;0;0;
2004 22 1;671;24042130993;13;1;0;1;0;0;0;0;0;0;0;0;0;0;
2004 22 1;672;24042120174;3;0;0;1;1;0;0;0;0;0;0;1;0;0;
2004 22 1;673;24042110656;3;0;1;1;0;0;0;0;0;0;0;0;0;0;
2004 22 1;674;24042141107;7;1;0;0;0;0;0;0;0;0;0;0;0;0;
2004 22 1;675;24042120053;7;0;0;1;1;0;0;0;0;0;0;0;0;0;
2004 22 1;676;24042131276;7;1;0;0;0;0;1;0;0;0;0;0;0;0;
2004 22 1;677;24042141151;7;1;0;1;0;0;0;0;0;0;0;1;0;0;
2004 22 1;678;24042140196;7;0;0;0;1;0;0;0;1;0;0;0;0;0;
2004 22 1;679;24042110422;7;0;0;1;0;1;0;0;0;0;0;0;0;0;
2004 22 1;680;24042131125;7;1;0;0;0;0;1;0;0;0;0;0;0;0;
2004 22 1;681;24042120017;7;0;0;1;1;0;0;0;0;0;0;1;0;0;
2004 22 1;682;24042141104;7;1;0;0;0;0;0;0;0;0;0;0;0;0;
2004 22 1;683;24042110607;5;0;1;1;0;0;0;0;0;0;0;0;0;0;
2004 22 1;684;24042160065;5;0;0;1;1;0;0;0;1;0;0;0;0;0;
2004 22 1;685;24041930973;7;1;0;0;0;0;0;0;0;0;0;0;0;0;
2004 22 1;686;24042130699;7;1;0;1;0;0;0;0;0;0;0;0;0;0;
2004 22 1;687;24042120009;7;0;0;1;1;0;0;0;0;0;0;1;0;0;
2004 22 1;688;24042131123;7;1;0;0;0;0;1;0;0;0;0;0;0;0;
2004 22 1;689;24042130712;7;1;0;1;0;0;0;0;0;0;0;0;0;0;
2004 22 1;690;24042150361;7;0;0;0;1;0;0;0;1;0;0;0;0;0;
2004 22 1;691;24042131331;13;1;0;1;0;0;0;0;0;0;0;1;0;0;
2004 22 1;692;24042110960;13;0;1;0;0;0;0;0;0;0;0;0;1;0;
2004 22 1;693;24042130981;13;1;0;1;0;0;0;0;0;0;0;0;0;0;
2004 22 1;694;24042120193;7;0;0;1;1;0;0;0;0;0;0;0;0;0;
2004 22 1;695;24042141154;7;1;0;0;0;0;0;0;0;0;0;0;0;0;
2004 22 1;696;24042131305;7;1;0;1;0;0;1;0;0;0;0;0;0;0;
2004 22 1;697;24042120334;7;0;0;1;1;0;0;0;0;0;0;1;0;0;
2004 22 1;698;24042210664;13;1;0;0;0;0;0;0;1;0;0;0;0;0;
2004 22 1;699;24042130670;13;1;0;1;0;0;0;0;0;0;0;0;0;0;
2004 22 1;700;24042130977;13;1;0;1;0;0;0;0;0;0;0;0;0;0;
2004 22 1;701;24042120204;1;0;0;1;1;0;0;0;0;0;0;1;0;0;
2004 22 1;702;24042141124;1;1;0;0;0;0;0;1;0;0;0;0;0;0;
2004 22 1;703;24042160158;6;0;1;1;0;0;0;0;1;0;0;0;0;0;
2004 22 1;704;24042131173;1;1;0;0;0;0;1;0;0;0;0;0;0;0;
2004 22 1;705;24042120272;1;0;0;1;1;0;0;0;0;0;0;0;0;0;
2004 22 1;706;24042130743;1;1;0;1;0;0;0;0;0;0;0;0;0;0;
2004 22 1;707;24042131008;1;1;0;0;0;0;0;0;0;0;0;0;0;0;
2004 22 1;708;24042141054;1;1;0;1;0;0;0;0;0;0;0;0;0;0;
2004 22 1;709;24042120188;1;0;0;1;1;0;0;0;0;0;0;1;0;0;
2004 22 1;710;24042210671;1;1;0;0;0;0;0;0;1;0;0;0;0;0;
2004 22 1;711;24042031168;1;1;0;1;0;0;0;0;0;0;0;0;0;0;
2004 22 1;712;24042120351;1;0;0;0;1;0;0;0;0;1;0;0;0;0;
2004 22 1;713;24042141178;1;1;0;1;0;0;0;0;0;0;0;0;0;0;
2004 22 1;714;24042110579;3;0;1;1;0;0;0;0;0;0;1;1;1;0;
2004 22 1;715;24042131200;1;1;0;0;0;0;1;0;0;0;0;0;0;0;
2004 22 1;716;24042120277;1;0;0;1;1;0;0;0;0;0;0;0;0;0;
2004 22 1;717;24042210720;1;1;0;0;0;0;0;0;1;0;0;0;0;0;
2004 22 1;718;24042141173;1;1;0;1;0;0;0;0;0;0;0;0;0;0;
2004 22 1;719;24042120189;1;0;0;1;1;0;0;0;0;0;0;1;0;0;
2004 22 1;720;24042210665;1;1;0;0;0;0;0;0;1;0;0;0;0;0;
2004 22 1;721;24042110667;4;0;0;1;0;1;0;0;0;0;0;0;0;0;
2004 22 1;722;24042141090;7;1;0;0;0;0;0;0;0;0;0;0;0;0;
2004 22 1;723;24042120069;7;0;0;1;1;0;0;0;0;0;0;1;0;0;
2004 22 1;724;24042131112;7;1;0;0;0;0;1;0;0;0;0;0;0;0;
2004 22 1;725;24042130701;7;1;0;1;0;0;0;0;0;0;0;0;0;0;
2004 22 1;726;24042110671;9;0;1;1;0;0;0;0;0;0;0;0;1;0;
2004 22 1;727;24042140917;12;1;0;1;0;0;0;0;0;0;0;0;0;0;
2004 22 1;728;24042150382;7;0;0;0;1;0;0;0;1;0;0;0;0;0;
2004 22 1;729;24042140889;7;1;0;1;0;0;0;0;0;0;0;1;0;0;
2004 22 1;730;24042141078;7;1;0;0;0;0;0;0;0;0;0;0;0;0;
2004 22 1;731;24042120427;7;0;0;1;1;0;0;0;0;0;0;0;0;0;
2004 22 1;732;24042131121;7;1;0;0;0;0;1;0;0;0;0;0;0;0;
2004 22 1;733;24042130714;7;1;0;1;0;0;0;0;0;0;0;0;0;0;
2004 22 1;734;24042050293;7;0;0;0;1;0;0;0;0;0;0;0;0;0;
2004 22 1;735;24042141126;3;1;0;1;0;0;0;0;0;0;0;1;0;0;
2004 22 1;736;24042160159;3;0;1;0;0;0;0;0;1;0;0;0;0;0;
2004 22 1;737;24042130680;13;1;0;1;0;0;0;0;0;0;0;0;0;0;
2004 22 1;738;24042141074;7;1;0;0;0;0;0;0;0;0;0;0;0;0;
2004 22 1;739;24042120406;7;0;0;1;1;0;0;0;0;0;0;1;0;0;
2004 22 1;740;24042131316;7;1;0;0;0;0;1;0;0;0;0;0;0;0;
2004 22 1;741;24042130681;13;1;0;1;0;0;0;0;0;0;0;0;0;0;
2004 22 1;742;24042120317;3;0;0;1;1;0;0;0;0;0;0;0;0;0;
2004 22 1;743;24042210867;3;1;0;0;0;0;0;0;1;0;0;0;0;0;
2004 22 1;744;24042110618;3;0;1;1;0;0;0;0;0;0;0;1;0;0;
2004 22 1;745;24042120411;1;0;0;0;1;0;0;1;0;1;0;0;0;0;
2004 22 1;746;24042140946;12;1;0;1;0;0;0;0;0;0;0;0;0;0;
2004 22 1;747;24042131122;7;1;0;0;0;0;1;0;0;0;0;0;0;0;
2004 22 1;748;24042120127;3;0;0;1;1;0;0;0;0;0;0;1;0;0;
2004 22 1;749;24042210868;3;1;0;0;0;0;0;0;1;0;0;0;0;0;
2004 22 1;750;24042120089;3;0;0;1;1;0;0;0;0;0;0;0;0;0;
2004 22 1;751;24042130975;11;1;0;1;0;0;0;0;0;0;0;0;0;0;
2004 22 1;752;24042110813;11;1;0;0;0;0;0;0;0;0;0;0;0;0;
2004 22 1;753;24042120219;3;0;0;1;1;0;0;0;0;0;0;0;0;0;
2004 22 1;754;24042110596;3;0;1;1;0;0;0;0;0;0;0;1;0;0;
2004 22 1;755;24042131235;3;1;0;0;0;0;1;0;0;0;1;0;1;0;
2004 22 1;756;24042120217;3;0;0;1;1;0;0;0;0;0;0;0;0;0;
2004 22 1;757;24042210672;1;1;0;0;0;0;0;0;1;0;0;0;0;0;
2004 22 1;758;24042141023;1;1;0;1;0;0;0;0;0;0;0;0;0;0;
2004 22 1;759;24042120280;1;0;0;1;1;0;0;0;0;0;0;1;0;0;
2004 22 1;760;24042141059;1;1;0;1;0;0;0;0;0;0;0;0;0;0;
2004 22 1;761;24042040408;6;1;0;0;0;0;1;0;0;0;0;0;0;0;
2004 22 1;762;24042120244;1;0;0;1;1;0;0;0;0;0;0;1;0;0;
2004 22 1;763;24042141066;1;1;0;1;0;0;0;0;0;0;0;0;0;0;
2004 22 1;764;24042140421;1;0;1;0;0;0;0;0;1;0;0;0;0;0;
2004 22 1;765;24042120279;1;0;0;1;1;0;0;0;0;0;0;0;0;0;
2004 22 1;766;24042141044;1;1;0;1;0;0;0;0;0;0;0;0;0;0;
2004 22 1;767;24042140906;1;1;0;1;0;0;0;0;0;0;0;1;0;0;
2004 22 1;768;24042120147;1;0;0;1;1;0;0;0;0;0;0;0;0;0;
2004 22 1;769;24042131257;1;1;0;0;0;0;1;0;0;0;0;0;0;0;
2004 22 1;770;24042131030;5;0;0;1;0;1;0;0;0;0;0;0;0;0;
2004 22 1;771;24042210705;9;1;0;0;0;0;0;0;1;0;0;0;0;0;
2004 22 1;772;24042120020;1;0;0;1;1;0;0;0;0;0;0;1;0;0;
2004 22 1;773;24042130985;5;1;0;0;0;0;0;0;0;0;0;0;0;0;
2004 22 1;774;24042110605;5;0;1;1;0;0;0;0;0;0;0;0;0;0;
2004 22 1;775;24042131013;5;1;0;1;0;0;0;0;0;0;0;0;0;0;
2004 22 1;776;24042160062;5;0;0;1;1;0;0;0;1;0;0;0;0;0;
2004 22 1;777;24042131155;9;1;0;0;0;0;1;0;0;0;1;0;0;0;
2004 22 1;778;24042110589;5;0;0;1;0;1;0;0;0;0;0;0;0;0;
2004 22 1;779;24042130998;5;1;0;1;0;0;0;0;0;0;0;0;0;0;
2004 22 1;780;24042210654;9;1;0;0;0;0;0;0;1;0;0;0;0;0;
2004 22 1;781;24042120349;12;0;0;1;1;0;0;0;0;1;0;0;0;0;
2004 22 1;782;24042140949;12;1;0;1;0;0;0;0;0;0;0;0;0;0;
2004 22 1;783;24042131330;8;1;0;1;0;0;0;0;0;0;0;1;0;0;
2004 22 1;784;24042110076;10;0;0;0;1;0;0;0;0;0;0;0;0;0;
2004 22 1;785;24042130791;10;1;0;1;0;0;0;0;0;0;0;0;0;0;
2004 22 1;786;24042110687;10;0;1;1;0;0;0;0;0;0;0;0;1;0;
2004 22 1;787;24042131162;10;1;0;0;0;0;1;0;0;0;0;0;0;0;
2004 22 1;788;24042150409;3;0;0;1;1;0;0;0;1;0;0;0;0;0;
2004 22 1;789;24042131328;10;1;0;1;0;0;0;0;0;0;0;1;0;0;
2004 22 1;790;24042130801;10;1;0;1;0;0;0;0;0;0;0;0;0;0;
2004 22 1;791;24042120242;10;0;0;0;1;0;0;1;0;0;0;0;0;0;
2004 22 1;792;24042130664;10;1;0;1;0;0;0;0;0;0;0;0;0;0;
2004 22 1;793;24042131165;10;1;0;0;0;0;1;0;0;0;0;0;0;0;
2004 22 1;794;24042120084;3;0;0;1;1;0;0;0;0;0;0;1;0;0;
2004 22 1;795;24042160155;3;0;1;0;0;0;0;0;1;0;0;0;0;0;
2004 22 1;796;24042140942;12;1;0;1;0;0;0;0;0;0;0;0;0;0;
2004 22 1;797;24042120013;12;0;0;1;1;0;0;0;0;0;0;0;0;0;
2004 22 1;798;24042131063;9;1;0;0;0;0;1;0;0;0;0;0;0;0;
2004 22 1;799;24042140966;12;1;0;1;0;0;0;0;0;0;0;0;0;0;
2004 22 1;800;24042120115;12;0;0;1;1;0;0;0;0;0;0;1;0;0;
2004 22 1;801;24042140932;12;1;0;1;0;0;0;0;0;0;0;0;0;0;
2004 22 1;802;24042140939;12;1;0;1;0;0;0;0;0;0;0;0;0;0;
2004 22 1;803;24042160008;12;0;0;1;1;0;0;0;1;0;0;0;0;0;
2004 22 1;804;24042141108;12;1;0;0;0;0;0;0;0;0;0;0;0;0;
2004 22 1;805;24042160152;12;0;1;1;0;0;0;0;1;0;0;1;0;0;
2004 22 1;806;24042140851;9;1;0;0;0;0;1;0;0;0;0;0;0;0;
2004 22 1;807;24042120029;2;0;0;1;1;0;0;0;0;0;0;0;0;0;
2004 22 1;808;24042130957;2;1;0;0;0;0;0;0;0;0;0;0;0;0;
2004 22 1;809;24042120251;2;0;0;1;1;0;0;0;0;0;0;0;0;0;
2004 22 1;810;24042140904;2;1;0;1;0;0;0;0;0;0;0;1;0;0;
2004 22 1;811;24042210704;11;1;0;0;0;0;0;0;1;0;0;0;0;0;
2004 22 1;812;24042120253;2;0;0;1;1;0;0;0;0;0;0;0;0;0;
2004 22 1;813;24042131076;11;1;0;0;0;0;1;0;0;0;0;0;0;0;
2004 22 1;814;24042130974;11;1;0;1;0;0;0;0;0;0;0;0;0;0;
2004 22 1;815;24042141128;3;1;0;0;0;0;0;0;0;0;0;0;0;0;
2004 22 1;816;24042120463;3;0;0;1;1;0;0;0;0;0;0;1;0;0;
2004 22 1;817;24042120419;3;0;1;0;0;0;0;0;1;0;1;0;1;0;
2004 22 1;818;24042141070;1;1;0;1;0;0;0;0;0;0;0;0;0;0;
2004 22 1;819;24042120417;1;0;0;0;1;0;0;0;0;1;0;0;0;0;
2004 22 1;820;24042141041;1;1;0;1;0;0;0;0;0;0;0;0;0;0;
2004 22 1;821;24042131182;13;1;0;0;0;0;1;0;0;0;0;0;0;0;
2004 22 1;822;24042150360;2;0;0;1;1;0;0;0;1;0;0;1;0;0;
2004 22 1;823;24042110665;4;0;0;1;0;1;0;0;0;0;0;0;0;0;
2004 22 1;824;24042141004;2;1;0;1;0;0;0;0;0;0;0;0;0;0;
2004 22 1;825;24042120254;2;0;0;1;1;0;0;0;0;0;0;0;0;0;
2004 22 1;826;24042140970;2;1;0;1;0;0;0;0;0;0;0;0;0;0;
2004 22 1;827;24042160178;2;0;1;1;0;0;0;0;1;0;0;0;0;0;
2004 22 1;828;24042110157;2;0;0;1;1;0;0;0;0;0;0;1;0;0;
2004 22 1;829;24042131225;2;1;0;0;0;0;1;0;0;0;0;0;0;0;
2004 22 1;830;24042140404;2;0;0;1;1;0;0;0;0;0;0;0;0;0;
2004 22 1;831;24042141007;2;1;0;1;0;0;0;0;0;0;0;0;0;0;
2004 22 1;832;24042140951;12;1;0;1;0;0;0;0;0;0;0;0;0;0;
2004 22 1;833;24042110428;12;0;0;0;1;0;0;1;0;0;0;0;0;0;
2004 22 1;834;24042210882;3;1;0;1;0;0;0;0;1;0;0;1;1;0;
2004 22 1;835;24042110615;3;0;1;0;0;0;0;0;0;0;0;0;0;0;
2004 22 1;836;24042120336;3;0;0;1;1;0;0;0;0;0;0;0;0;0;
2004 22 1;837;24042131216;13;1;0;0;0;0;1;0;0;0;0;0;0;0;
2004 22 1;838;24042130682;13;1;0;1;0;0;0;0;0;0;0;0;0;0;
2004 22 1;839;24042120185;2;0;0;1;1;0;0;0;0;0;0;1;0;0;
2004 22 1;840;24042210712;13;1;0;0;0;0;0;0;1;0;0;0;0;0;
2004 22 1;841;24042110593;4;0;0;1;0;1;0;0;0;0;0;0;0;0;
2004 22 1;842;24042141080;7;1;0;0;0;0;0;0;0;0;0;0;0;0;
2004 22 1;843;24042120183;7;0;0;1;1;0;0;0;0;0;0;1;0;0;
2004 22 1;844;24042140823;7;1;0;0;0;0;1;0;0;0;0;0;0;0;
2004 22 1;845;24042110489;13;0;1;1;0;0;0;0;0;0;0;0;0;0;
2004 22 1;846;24042130703;7;1;0;1;0;0;0;0;0;0;0;0;0;0;
2004 22 1;847;24042160015;7;0;0;0;1;0;0;0;1;0;0;0;0;0;
2004 22 1;848;24042140890;7;1;0;1;0;0;0;0;0;0;0;1;0;0;
2004 22 1;849;24042141097;7;1;0;0;0;0;0;0;0;0;0;0;0;0;
2004 22 1;850;24042120450;7;0;0;1;1;0;0;0;0;0;0;0;0;0;
2004 22 1;851;24042210686;13;1;0;1;0;0;0;0;1;0;0;0;0;0;
2004 22 1;852;24042131246;13;1;0;0;0;0;1;0;0;0;0;0;0;0;
2004 22 1;853;24042120142;3;0;0;1;1;0;0;0;0;0;0;0;0;0;
2004 22 1;854;24042110954;3;1;0;1;0;0;0;0;0;0;0;1;1;0;
2004 22 1;855;24042110499;3;0;1;0;0;0;0;0;0;0;0;0;0;0;
2004 22 1;856;24042210699;2;1;0;1;0;0;0;0;1;0;0;0;0;0;
2004 22 1;857;24042120262;2;0;0;1;1;0;0;0;0;0;0;0;0;0;
2004 22 1;858;24042131177;2;1;0;0;0;0;1;0;0;0;0;0;0;0;
2004 22 1;859;24042120097;2;0;0;1;1;0;0;0;0;0;0;1;0;0;
2004 22 1;860;24042140974;2;1;0;1;0;0;0;0;0;0;0;0;0;0;
2004 22 1;861;24042110170;2;0;0;0;1;0;0;0;0;0;0;0;0;0;
2004 22 1;862;24042140912;2;1;0;1;0;0;0;0;0;0;0;1;0;0;
2004 22 1;863;24042210535;9;1;0;0;0;0;0;0;1;0;0;0;0;0;
2004 22 1;864;24042120355;3;0;0;1;1;0;0;0;0;0;0;0;0;0;
2004 22 1;865;24042110690;3;0;1;1;0;0;0;0;0;0;0;0;0;0;
2004 22 1;866;24042140840;9;1;0;0;0;0;1;0;0;0;0;0;0;0;
2004 22 1;867;24042120413;9;0;0;1;1;0;0;0;0;1;1;1;0;0;
2004 22 1;868;24042140984;2;1;0;1;0;0;0;0;0;0;0;0;0;0;
2004 22 1;869;24042140971;2;1;0;1;0;0;0;0;0;0;0;0;0;0;
2004 22 1;870;24042120252;2;0;0;1;1;0;0;0;0;0;0;0;0;0;
2004 22 1;871;24042210648;2;1;0;0;0;0;0;0;1;0;0;0;0;0;
2004 22 1;872;24042140997;2;1;0;1;0;0;0;0;0;0;0;0;0;0;
2004 22 1;873;24042120081;2;0;0;1;1;0;0;0;0;0;0;1;0;0;
2004 22 1;874;24042131096;2;1;0;0;0;0;1;0;0;0;0;0;0;0;
2004 22 1;875;24042140986;2;1;0;1;0;0;0;0;0;0;0;0;0;0;
2004 22 1;876;24042120070;2;0;0;1;1;0;0;0;0;0;0;0;0;0;
2004 22 1;877;24042110619;4;0;1;0;0;0;0;1;0;0;0;0;1;0;
2004 22 1;878;24042141036;1;1;0;1;0;0;0;0;0;0;0;0;0;0;
2004 22 1;879;24042150341;1;0;0;1;1;0;0;0;1;0;0;1;0;0;
2004 22 1;880;24042141043;1;1;0;1;0;0;0;0;0;0;0;0;0;0;
2004 22 1;881;24041930974;1;1;0;0;0;0;0;0;0;0;0;0;0;0;
2004 22 1;882;24042120163;1;0;0;1;1;0;0;0;0;0;0;0;0;0;
2004 22 1;883;24042131222;1;1;0;0;0;0;1;0;0;0;0;0;0;0;
2004 22 1;884;24042120452;1;0;0;1;1;0;0;0;0;0;0;1;0;0;
2004 22 1;885;24042210662;13;1;0;0;0;0;0;0;1;0;0;0;0;0;
2004 22 1;886;24042110608;4;0;0;1;0;1;0;0;0;0;0;0;0;0;
2004 22 1;887;24042130690;13;1;0;1;0;0;0;0;0;0;0;0;0;0;
2004 22 1;888;24042110677;6;0;1;1;0;0;0;0;0;0;0;0;0;0;
2004 22 1;889;24042210726;1;1;0;0;0;0;0;0;1;0;0;0;0;0;
2004 22 1;890;24042120062;1;0;0;1;1;0;0;0;0;0;0;1;0;0;
2004 22 1;891;24042131274;1;1;0;0;0;0;1;0;0;0;0;0;0;0;
2004 22 1;892;24042120206;1;0;0;1;1;0;0;0;0;0;0;0;0;0;
2004 22 1;893;24042141150;1;1;0;0;0;0;0;0;0;0;0;0;0;0;
2004 22 1;894;24042141042;1;1;0;1;0;0;0;0;0;0;0;0;0;0;
2004 22 1;895;24042120314;1;0;0;1;1;0;0;0;0;0;0;1;0;0;
2004 22 1;896;24042210722;1;1;0;0;0;0;0;0;1;0;0;0;0;0;
2004 22 1;897;24042141065;1;1;0;1;0;0;0;0;0;0;0;0;0;0;
2004 22 1;898;24041804285;10;0;1;0;0;0;0;1;0;0;0;0;1;0;
2004 22 1;899;24042130644;10;1;0;1;0;0;0;0;0;0;0;0;0;0;
2004 22 1;900;24042120025;10;0;0;1;1;0;0;0;0;0;0;1;0;0;
2004 22 1;901;24042140828;10;1;0;0;0;0;1;0;0;0;0;0;0;0;
2004 22 1;902;24042130665;10;1;0;1;0;0;0;0;0;0;0;0;0;0;
2004 22 1;903;24042140171;10;0;0;1;1;0;0;0;1;0;0;0;0;0;
2004 22 1;904;24042141144;10;1;0;0;0;0;0;0;0;0;0;0;0;0;
2004 22 1;905;24042830342;10;0;0;1;1;0;0;0;0;0;0;1;0;0;
2004 22 1;906;24042130667;13;1;0;1;0;0;0;0;0;0;0;0;0;0;
2004 22 1;907;24042110638;13;0;1;0;0;0;1;0;0;0;0;0;0;0;
2004 22 1;908;24042130694;13;1;0;1;0;0;0;0;0;0;0;0;0;0;
2004 22 1;909;24042120195;7;0;0;1;1;0;0;0;0;0;1;1;0;0;
2004 22 1;910;24042210663;13;1;0;0;0;0;0;0;1;0;0;0;0;0;
2004 22 1;911;24042130668;13;1;0;1;0;0;0;0;0;0;0;0;0;0;
2004 22 1;912;24042140162;7;0;0;1;1;0;0;0;0;0;0;1;0;0;
2004 22 1;913;24042130698;7;1;0;1;0;0;0;0;0;0;0;0;0;0;
2004 22 1;914;24042140849;7;1;0;0;0;0;1;0;0;0;0;0;0;0;
2004 22 1;915;24041640036;7;0;0;1;1;0;0;0;0;1;0;0;0;0;
2004 22 1;916;24042210713;13;1;0;0;0;0;0;0;1;0;0;0;0;0;
