Date;SeqRank;Ident;Paint Color;HPRC1;HPRC2;HPRC3;HPRC4;HPRC5;HPRC6;HPRC7;HPRC8;HPRC9;HPRC10;HPRC11;LPRC1;LPRC2;LPRC3;
2004 22 3;586;64042230052;2;0;0;0;0;0;0;0;0;1;0;1;0;0;0;
2004 22 3;587;64042230068;2;0;0;0;0;0;0;0;0;1;0;1;0;0;0;
2004 22 3;588;64042231203;2;0;0;0;1;0;0;0;1;0;1;0;0;1;0;
2004 22 3;589;64042450380;2;0;0;0;0;0;0;0;0;1;0;1;0;0;0;
2004 22 3;590;64042230093;2;0;0;0;0;0;0;0;0;1;0;1;0;0;1;
2004 22 3;591;64042230070;2;0;0;0;0;0;0;1;0;1;0;1;0;0;0;
2004 22 3;592;64042231142;3;0;0;0;1;0;0;0;1;0;0;0;0;1;0;
2004 22 3;593;64042230431;3;0;0;0;1;0;1;1;1;0;0;0;0;0;0;
2004 22 3;594;64042231172;3;0;0;0;1;0;0;0;1;0;0;0;0;1;0;
2004 22 3;595;64042230438;3;0;0;0;0;0;0;0;0;1;0;1;0;0;1;
2004 22 3;596;64042230032;3;0;0;0;1;0;0;0;1;0;0;0;0;0;0;
2004 22 3;597;64042231134;3;0;0;0;1;0;0;0;1;0;0;0;0;1;0;
2004 22 3;598;64042230074;3;0;0;0;0;0;0;0;0;1;0;1;0;1;0;
2004 22 3;599;64042230519;3;0;0;0;1;0;1;1;1;0;0;0;0;0;0;
2004 22 3;600;64042230280;3;0;0;0;0;0;0;0;0;1;0;1;0;0;0;
2004 22 3;601;64042231089;3;0;0;1;0;0;0;0;0;1;0;1;0;1;1;
2004 22 3;602;64042231158;3;0;0;0;1;0;0;0;1;0;0;0;0;1;0;
2004 22 3;603;64042230289;3;0;0;0;1;0;1;1;1;0;1;0;0;0;0;
2004 22 3;604;64042230036;3;0;0;0;1;0;0;0;1;0;0;0;0;0;0;
2004 22 3;605;64042231127;3;0;0;0;0;0;0;1;0;1;0;1;0;1;0;
2004 22 3;606;64042231201;3;0;0;0;1;0;0;0;1;0;0;0;0;1;1;
2004 22 3;607;64042230670;2;0;0;0;0;0;0;1;0;1;0;1;1;0;0;
2004 22 3;608;64042230022;3;0;0;0;1;0;0;0;1;0;0;0;0;0;0;
2004 22 3;609;64042231157;3;0;0;0;1;0;0;1;1;0;0;0;0;1;0;
2004 22 3;610;64042231221;3;0;0;0;1;0;0;0;1;0;0;0;0;1;0;
2004 22 3;611;64042230492;3;0;0;0;0;0;0;1;0;1;0;1;0;0;0;
2004 22 3;612;64042231274;3;0;0;1;1;0;0;0;1;0;0;0;0;1;1;
2004 22 3;613;64042220193;3;0;0;0;1;1;0;1;1;0;1;0;0;0;0;
2004 22 3;614;64042230077;3;0;0;0;0;0;0;0;0;1;0;1;0;0;0;
2004 22 3;615;64042231159;3;0;0;0;1;0;0;0;1;0;0;0;0;1;0;
2004 22 3;616;64042230295;3;0;0;0;0;0;0;0;0;1;0;1;0;0;1;
2004 22 3;617;64042231156;3;0;0;0;1;0;0;1;1;0;0;0;0;1;0;
2004 22 3;618;64042230020;3;0;0;0;1;0;0;0;1;0;0;0;0;0;0;
2004 22 3;619;64042230015;3;0;0;0;0;0;0;0;0;1;0;1;0;1;0;
2004 22 3;620;64042231177;3;0;0;0;1;0;0;0;1;0;0;0;0;1;0;
2004 22 3;621;64042220253;3;0;0;0;1;0;0;0;1;0;0;0;0;0;1;
2004 22 3;622;64042230085;3;0;0;0;1;0;0;0;1;0;1;0;0;1;0;
2004 22 3;623;64042230145;4;0;0;0;0;0;0;0;0;1;0;1;0;0;0;
2004 22 3;624;64042230557;4;0;0;1;1;0;0;0;1;0;0;0;0;0;0;
2004 22 3;625;64042230410;4;0;0;0;0;0;0;0;0;1;0;1;0;0;0;
2004 22 3;626;64042231135;4;0;0;0;0;0;0;0;0;1;0;1;0;1;0;
2004 22 3;627;64042230407;4;0;0;0;1;0;0;0;1;0;0;0;0;0;0;
2004 22 3;628;64042230411;4;0;0;0;0;0;0;0;0;1;0;1;0;0;0;
2004 22 3;629;64042230141;4;0;0;0;0;0;0;0;0;1;0;1;0;0;0;
2004 22 3;630;64042230246;4;0;0;0;1;0;0;1;1;0;1;0;0;0;0;
2004 22 3;631;64042230137;4;0;0;0;0;0;0;0;0;1;0;1;0;0;0;
2004 22 3;632;64042231275;4;0;0;0;1;0;0;0;1;0;0;0;0;1;1;
2004 22 3;633;64042220227;4;0;0;0;0;0;0;1;0;1;0;1;0;0;0;
2004 22 3;634;64042230131;4;0;0;0;0;0;0;0;0;1;0;1;0;0;0;
2004 22 3;635;64042221195;4;0;0;0;1;0;0;1;1;0;0;0;0;1;0;
2004 22 3;636;64042230409;4;0;0;0;0;0;0;0;0;1;0;1;0;0;0;
2004 22 3;637;64042230121;4;0;0;0;0;0;0;0;0;1;0;1;0;0;0;
2004 22 3;638;64042231233;3;0;0;0;1;0;0;0;1;0;0;0;0;1;0;
2004 22 3;639;64042230436;3;0;0;0;0;0;0;0;0;1;1;1;0;1;1;
2004 22 3;640;64042230071;3;0;0;0;0;0;0;1;0;1;0;1;1;0;0;
2004 22 3;641;64042231240;3;0;0;0;1;0;0;0;1;0;0;0;0;1;0;
2004 22 3;642;64042231136;3;0;0;0;1;0;0;0;1;0;0;0;0;1;0;
2004 22 3;643;64042230533;3;0;0;0;0;0;0;1;0;1;0;1;0;0;0;
2004 22 3;644;64042230034;3;0;0;0;1;0;0;0;1;0;0;0;0;0;0;
2004 22 3;645;64042231162;3;0;0;0;1;0;0;0;1;0;0;0;0;1;1;
2004 22 3;646;64042230013;3;0;0;0;1;0;0;0;1;0;0;0;0;1;0;
2004 22 3;647;64042230452;3;0;0;0;0;0;0;1;0;1;0;1;0;0;0;
2004 22 3;648;64042230014;3;0;0;0;1;0;0;0;1;0;0;0;0;1;0;
2004 22 3;649;64042220314;3;0;0;0;1;0;1;1;1;0;1;0;0;1;0;
2004 22 3;650;64042230054;3;0;0;0;0;0;0;0;0;1;0;1;0;0;0;
2004 22 3;651;64042230012;3;0;0;0;1;0;0;0;1;0;0;0;0;1;0;
2004 22 3;652;64042231165;3;0;0;0;1;0;0;0;1;0;0;0;0;1;1;
2004 22 3;653;64042230144;4;0;0;0;0;0;0;0;0;1;0;1;0;0;0;
2004 22 3;654;64042230124;4;0;0;0;0;0;0;0;0;1;0;1;0;0;0;
2004 22 3;655;64042230133;4;0;0;0;0;0;0;0;0;1;0;1;0;0;0;
2004 22 3;656;64042230485;4;0;0;0;1;0;0;0;1;0;0;0;0;0;0;
2004 22 3;657;64042230132;4;0;0;0;0;0;0;0;0;1;0;1;0;0;0;
2004 22 3;658;64042230083;4;0;0;0;0;0;0;0;0;1;1;1;0;0;1;
2004 22 3;659;64042230468;4;0;0;0;1;0;1;1;1;0;0;0;0;0;0;
2004 22 3;660;64042230130;4;0;0;0;0;0;0;0;0;1;0;1;0;0;0;
2004 22 3;661;64042230139;4;0;0;0;0;0;0;0;0;1;0;1;0;0;0;
2004 22 3;662;64042231285;4;0;0;0;1;0;0;0;1;0;0;0;0;1;0;
2004 22 3;663;64042230772;4;0;0;0;0;0;1;1;0;1;0;1;0;0;0;
2004 22 3;664;64042230134;4;0;0;0;0;0;0;0;0;1;0;1;0;0;0;
2004 22 3;665;64042231166;4;0;0;0;1;0;0;0;1;0;0;0;0;1;0;
2004 22 3;666;64042230129;4;0;0;0;0;0;0;0;0;1;0;1;0;0;0;
2004 22 3;667;64042230122;4;0;0;0;0;0;0;0;0;1;0;1;0;0;0;
2004 22 3;668;64042231150;3;0;0;0;1;0;0;0;1;0;0;0;0;1;1;
2004 22 3;669;64042250301;3;0;0;0;0;0;0;1;0;1;0;1;0;0;0;
2004 22 3;670;64042230048;3;0;0;1;0;0;0;0;0;1;0;1;0;1;1;
2004 22 3;671;64042230072;3;0;0;0;1;0;0;1;1;0;0;0;0;1;0;
2004 22 3;672;64042230123;4;0;0;0;0;0;0;0;0;1;0;1;0;0;0;
2004 22 3;673;64042230128;4;0;0;0;0;0;0;0;0;1;0;1;0;0;0;
2004 22 3;674;64042231244;4;0;0;0;1;0;0;1;1;0;0;0;0;1;0;
2004 22 3;675;64042230125;4;0;0;0;0;0;0;0;0;1;0;1;0;0;0;
2004 22 3;676;64042230126;4;0;0;0;0;0;0;0;0;1;0;1;0;0;0;
2004 22 3;677;64042230405;4;0;0;0;1;0;0;0;1;0;0;0;0;0;0;
2004 22 3;678;64042230421;4;0;0;0;0;0;1;1;0;1;1;1;0;0;0;
2004 22 3;679;64042230138;4;0;0;0;0;0;0;0;0;1;0;1;0;0;0;
2004 22 3;680;64042407797;4;0;0;0;1;0;0;1;1;0;0;0;0;0;0;
2004 22 3;681;64042230285;4;0;0;0;0;0;0;0;0;1;0;1;0;0;1;
2004 22 3;682;64042230135;4;0;0;0;0;0;0;0;0;1;0;1;0;0;0;
2004 22 3;683;64042230223;4;0;0;0;1;0;0;0;1;0;0;0;0;1;0;
2004 22 3;684;64042230404;4;0;0;0;1;0;0;0;1;0;0;0;0;0;0;
2004 22 3;685;64042230061;4;0;0;0;0;0;0;0;0;1;0;1;0;0;0;
2004 22 3;686;64042230049;4;0;0;0;0;0;0;0;0;1;0;1;0;1;0;
2004 22 3;687;64042230765;5;0;0;0;1;1;0;1;1;0;0;0;0;0;0;
2004 22 3;688;64042230301;5;0;0;0;0;0;0;0;0;1;0;1;0;0;0;
2004 22 3;689;64042230774;5;0;0;0;0;0;0;0;0;1;0;1;0;0;1;
2004 22 3;690;64042230546;5;0;0;0;0;0;0;0;0;1;0;1;0;0;0;
2004 22 3;691;64042230545;5;0;0;0;0;0;0;0;0;1;0;1;0;0;0;
2004 22 3;692;64042230550;5;0;0;0;0;0;0;0;0;1;0;1;0;0;0;
2004 22 3;693;64042230549;5;0;0;0;0;0;0;0;0;1;0;1;0;0;0;
2004 22 3;694;64042230214;5;0;0;1;1;0;0;0;1;0;0;0;0;0;1;
2004 22 3;695;64042230544;5;0;0;0;0;0;0;0;0;1;0;1;0;0;0;
2004 22 3;696;64042230543;5;0;0;0;0;0;0;0;0;1;0;1;0;0;0;
2004 22 3;697;64042230005;5;0;0;0;0;0;0;1;0;1;0;1;1;0;0;
2004 22 3;698;64042230456;5;0;1;0;0;0;0;0;0;1;0;1;0;0;0;
2004 22 3;699;64042230764;5;0;0;0;1;1;0;1;1;0;0;0;0;0;0;
2004 22 3;700;64042230239;5;0;0;0;0;0;0;0;0;1;0;1;0;0;0;
2004 22 3;701;64042250389;5;0;0;1;0;0;0;0;0;1;0;1;0;0;1;
2004 22 3;702;64042231276;6;0;0;0;1;0;0;0;1;0;0;0;0;1;0;
2004 22 3;703;64042230703;6;0;0;0;1;0;0;0;1;0;0;0;0;0;0;
2004 22 3;704;64042230298;6;0;0;0;0;0;0;0;0;1;0;1;0;0;0;
2004 22 3;705;64042231312;6;0;0;0;1;0;0;0;1;0;1;0;0;1;0;
2004 22 3;706;64042230532;6;0;0;0;0;0;0;0;0;1;0;1;0;0;0;
2004 22 3;707;64042230714;6;0;0;0;1;0;0;0;1;0;0;0;0;0;0;
2004 22 3;708;64042231245;6;0;0;0;1;0;0;0;1;0;0;0;0;1;0;
2004 22 3;709;64042230273;6;0;0;0;0;0;0;0;0;1;0;1;0;0;0;
2004 22 3;710;64042230233;6;0;0;0;0;0;0;0;0;1;0;1;0;0;0;
2004 22 3;711;64042231311;6;0;0;0;1;0;0;0;1;0;0;0;0;1;0;
2004 22 3;712;64042230522;6;0;0;0;0;0;0;0;0;1;0;1;0;0;0;
2004 22 3;713;64042230478;6;0;0;1;0;0;0;0;0;1;0;1;0;0;1;
2004 22 3;714;64042231189;6;0;0;0;1;0;0;0;1;0;0;0;0;1;0;
2004 22 3;715;64042230483;6;0;0;0;0;0;0;1;0;1;0;1;0;0;0;
2004 22 3;716;64042230039;6;0;0;0;1;0;0;0;1;0;0;0;0;0;0;
2004 22 3;717;64042231242;7;0;0;0;1;0;0;0;1;0;0;0;0;1;0;
2004 22 3;718;64042230454;7;0;0;0;0;0;0;0;0;1;0;1;0;0;0;
2004 22 3;719;64042230266;7;0;0;0;0;0;0;0;0;1;0;1;0;0;0;
2004 22 3;720;64042230716;7;0;0;0;1;0;0;0;1;0;0;0;0;0;0;
2004 22 3;721;64042231176;7;0;0;0;0;0;0;0;0;1;0;1;0;1;1;
2004 22 3;722;64042230249;7;0;0;0;1;0;0;0;1;0;0;0;0;0;0;
2004 22 3;723;64042230457;7;0;0;0;1;0;0;0;1;0;0;0;0;0;0;
2004 22 3;724;64042220251;7;1;0;0;1;1;0;1;1;0;0;0;0;0;0;
2004 22 3;725;64042231171;7;0;0;1;0;0;0;0;0;1;0;1;0;1;0;
2004 22 3;726;64042230010;7;0;0;0;0;0;0;0;0;1;0;1;0;0;0;
2004 22 3;727;64042230439;7;0;0;0;1;0;0;0;1;0;0;0;0;0;0;
2004 22 3;728;64042231173;7;0;0;0;1;0;0;0;1;0;0;0;0;1;0;
2004 22 3;729;64042230453;7;0;0;0;0;0;0;0;0;1;0;1;0;0;1;
2004 22 3;730;64042230513;7;0;0;0;1;0;0;0;1;0;0;0;0;0;0;
2004 22 3;731;64042230011;7;0;0;0;1;0;0;0;1;0;0;0;0;1;0;
2004 22 3;732;64042230105;8;0;0;0;0;0;0;0;0;1;0;1;0;0;0;
2004 22 3;733;64042230477;8;0;0;0;0;0;0;1;0;1;0;1;0;0;0;
2004 22 3;734;64042230778;8;0;0;0;1;0;0;0;1;0;0;0;0;1;0;
2004 22 3;735;64042230271;8;0;0;1;0;0;0;0;0;1;0;1;0;0;1;
2004 22 3;736;64042220121;8;0;0;0;0;0;1;1;0;1;1;1;0;0;0;
2004 22 3;737;64042230113;8;0;0;0;0;0;0;0;0;1;0;1;0;0;0;
2004 22 3;738;64042230242;8;0;0;0;0;0;0;0;0;1;0;1;0;0;0;
2004 22 3;739;64042230417;8;0;0;0;0;0;0;0;0;1;0;1;0;0;0;
2004 22 3;740;64042230469;8;0;0;0;0;0;0;0;0;1;0;1;0;0;0;
2004 22 3;741;64042231223;8;0;0;0;1;0;0;1;1;0;0;0;0;1;0;
2004 22 3;742;64042230231;8;0;0;1;0;0;0;0;0;1;0;1;0;0;1;
2004 22 3;743;64042230115;8;0;0;0;0;0;0;0;0;1;0;1;0;0;0;
2004 22 3;744;64042230057;8;0;0;0;0;0;0;0;0;1;0;1;0;0;0;
2004 22 3;745;64042230227;8;0;0;0;0;0;0;0;0;1;1;1;0;0;0;
2004 22 3;746;64042231122;8;0;0;0;0;0;1;1;0;1;0;1;0;1;0;
2004 22 3;747;64042230517;9;0;0;0;0;0;0;0;0;1;0;1;0;0;0;
2004 22 3;748;64042230165;9;0;0;0;0;0;0;0;0;1;0;1;0;0;0;
2004 22 3;749;64042230579;9;0;0;0;1;0;0;0;1;0;0;0;0;0;0;
2004 22 3;750;64042230169;9;0;0;0;0;0;0;0;0;1;0;1;0;0;0;
2004 22 3;751;64042230155;9;0;0;0;0;0;0;0;0;1;0;1;0;0;0;
2004 22 3;752;64042230460;9;0;0;0;1;0;0;0;1;0;0;0;0;0;0;
2004 22 3;753;64042230518;9;0;0;0;0;0;1;1;0;1;1;1;0;0;0;
2004 22 3;754;64042230161;9;0;0;0;0;0;0;0;0;1;0;1;0;0;0;
2004 22 3;755;64042231259;9;0;0;0;1;0;0;0;1;0;0;0;0;1;1;
2004 22 3;756;64042230509;9;0;0;0;0;0;0;0;0;1;0;1;0;0;0;
2004 22 3;757;64042230163;9;0;0;0;0;0;0;0;0;1;0;1;0;0;0;
2004 22 3;758;64042220366;9;0;0;0;0;0;0;1;0;1;0;1;0;0;0;
2004 22 3;759;64042231246;9;0;0;0;1;0;0;0;1;0;0;0;0;1;0;
2004 22 3;760;64042230150;9;0;0;0;0;0;0;0;0;1;0;1;0;0;0;
2004 22 3;761;64042230056;9;0;0;0;0;0;0;0;0;1;0;1;0;0;0;
2004 22 3;762;64042230588;10;0;0;0;1;0;1;1;1;0;0;0;0;0;0;
2004 22 3;763;64042230748;10;0;0;0;0;0;0;0;0;1;0;1;0;0;1;
2004 22 3;764;64042230510;10;0;0;0;0;0;0;1;0;1;0;1;0;0;0;
2004 22 3;765;64042230265;10;0;0;0;1;0;0;0;1;0;0;0;0;0;0;
2004 22 3;766;64042230508;11;0;0;0;0;0;0;1;0;1;0;1;0;0;0;
2004 22 3;767;64042230247;11;0;0;0;0;0;0;0;0;1;0;1;0;0;0;
2004 22 3;768;64042230191;11;0;0;0;0;0;0;0;0;1;0;1;0;0;0;
2004 22 3;769;64042230589;11;0;0;0;0;0;0;1;0;1;0;1;0;0;0;
2004 22 3;770;64042230181;11;0;0;0;0;0;0;0;0;1;0;1;0;0;0;
2004 22 3;771;64042230192;11;0;0;0;0;0;0;0;0;1;0;1;0;0;0;
2004 22 3;772;64042230190;11;0;0;0;0;0;0;0;0;1;0;1;0;0;0;
2004 22 3;773;64042230184;11;0;0;0;0;0;0;0;0;1;0;1;0;0;0;
2004 22 3;774;64042220360;11;0;0;0;1;0;0;0;1;0;1;0;0;1;1;
2004 22 3;775;64042230558;11;0;0;0;0;0;0;0;0;1;0;1;0;0;0;
2004 22 3;776;64042230076;11;0;0;0;0;0;0;0;0;1;0;1;0;0;0;
2004 22 3;777;64042231186;11;0;0;0;1;0;0;0;1;0;0;0;0;1;0;
2004 22 3;778;64042230590;11;0;0;0;0;0;0;1;0;1;0;1;0;0;0;
2004 22 3;779;64042230026;11;0;0;0;0;0;0;0;0;1;0;1;0;0;0;
2004 22 3;780;64042230445;11;0;0;0;0;0;1;1;0;1;0;1;0;0;0;
2004 22 3;781;64042231139;12;0;0;0;1;0;0;0;1;0;0;0;0;1;0;
2004 22 3;782;64042230433;12;0;0;0;0;0;0;1;0;1;0;1;1;0;0;
2004 22 3;783;64042230202;12;0;0;0;0;0;0;0;0;1;0;1;0;0;1;
2004 22 3;784;64042231220;12;0;0;0;1;0;0;0;1;0;0;0;0;1;0;
2004 22 3;785;64042230297;12;0;0;1;0;0;0;0;0;1;0;1;0;0;1;
2004 22 3;786;64042230009;12;0;0;0;0;0;0;0;0;1;0;1;0;1;0;
2004 22 3;787;64042231208;12;0;0;0;1;0;0;0;1;0;0;0;0;1;0;
2004 22 3;788;64042230025;12;0;0;0;1;0;0;0;1;0;0;0;0;0;0;
2004 22 3;789;64042230041;12;0;0;0;0;0;0;0;0;1;0;1;0;1;0;
2004 22 3;790;64042230512;12;0;0;0;0;0;0;0;0;1;0;1;0;0;1;
2004 22 3;791;64042230779;12;0;0;0;1;0;0;0;1;0;0;0;0;1;0;
2004 22 3;792;64042230060;12;0;0;0;0;0;0;1;0;1;0;1;1;0;0;
2004 22 3;793;64042230004;12;0;0;0;0;0;0;0;0;1;0;1;0;1;1;
2004 22 3;794;64042230080;12;0;0;0;1;0;0;0;1;0;0;0;0;1;0;
2004 22 3;795;64042230059;12;0;0;0;0;0;0;1;0;1;0;1;1;0;0;
2004 22 3;796;64042230713;13;0;0;0;0;0;0;0;0;1;0;1;0;0;0;
2004 22 3;797;64042230232;13;0;0;0;1;0;0;0;1;0;0;0;0;0;0;
2004 22 3;798;64042230499;13;0;0;0;0;0;1;1;0;1;0;1;0;1;0;
2004 22 3;799;64042230240;13;0;0;0;0;0;0;0;0;1;0;1;0;0;0;
2004 22 3;800;64042230200;13;0;0;0;1;0;0;1;1;0;0;0;0;0;0;
2004 22 3;801;64042230721;13;0;0;0;0;0;0;0;0;1;0;1;0;0;0;
2004 22 3;802;64042230215;13;0;0;0;0;0;0;0;0;1;0;1;0;0;1;
2004 22 3;803;64042230582;13;0;0;0;1;0;0;0;1;0;0;0;0;0;0;
2004 22 3;804;64042230349;13;0;0;0;0;0;0;0;0;1;0;1;0;0;0;
2004 22 3;805;64042230218;13;0;0;0;0;0;1;1;0;1;0;1;0;0;0;
2004 22 3;806;64042230584;13;0;0;0;1;0;0;0;1;0;0;0;0;0;0;
2004 22 3;807;64042230146;13;0;0;0;0;0;0;0;0;1;0;1;0;0;0;
2004 22 3;808;64042220517;13;0;0;0;1;0;0;0;1;0;0;0;0;0;1;
2004 22 3;809;64042230536;13;0;0;0;0;0;0;0;0;1;0;1;0;0;0;
2004 22 3;810;64042250102;13;0;0;0;0;0;0;0;0;1;0;1;0;0;0;
2004 22 3;811;64042231237;14;0;0;1;1;0;0;0;1;0;0;0;0;1;0;
2004 22 3;812;64042230391;14;0;0;0;0;0;0;1;0;1;0;1;0;0;0;
2004 22 3;813;64042230553;14;0;0;0;0;0;0;0;0;1;0;1;0;0;0;
2004 22 3;814;64042220430;14;0;0;0;1;0;0;0;1;0;0;0;0;0;1;
2004 22 3;815;64042230243;14;0;0;0;0;0;0;0;0;1;0;1;0;0;0;
2004 22 3;816;64042230089;14;0;0;0;0;0;0;0;0;1;0;1;0;0;0;
2004 22 3;817;64042230066;14;0;0;0;1;0;0;0;1;0;0;0;0;1;0;
2004 22 3;818;64042230316;14;0;0;0;0;0;0;0;0;1;0;1;0;0;0;
2004 22 3;819;64042230473;14;0;0;0;0;0;0;0;0;1;0;1;0;0;0;
2004 22 3;820;64042231293;14;0;0;0;1;0;0;0;1;0;0;0;0;1;1;
2004 22 3;821;64042230017;14;0;0;0;0;0;0;1;0;1;0;1;0;0;0;
2004 22 3;822;64042230340;14;0;0;0;0;0;0;0;0;1;0;1;0;0;0;
2004 22 3;823;64042231205;14;0;0;1;1;0;0;0;1;0;0;0;0;1;1;
2004 22 3;824;64042250193;14;0;0;0;0;0;0;0;0;1;0;1;0;0;0;
2004 22 3;825;64042230209;14;0;0;0;0;0;0;1;0;1;0;1;1;0;0;
