Date;SeqRank;Ident;Paint Color;HPRC1;HPRC2;HPRC3;HPRC4;LPRC1;LPRC2;LPRC3;LPRC4;LPRC5;LPRC6;LPRC7;LPRC8;LPRC9;LPRC10;LPRC11;LPRC12;
2004 22 3;467;25042230656;11;1;0;1;1;0;1;0;0;0;0;1;0;1;0;0;1;
2004 22 3;468;25042320931;11;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;
2004 22 3;469;25042330604;11;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;
2004 22 3;470;25042320083;11;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;
2004 22 3;471;25042331006;11;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;
2004 22 3;472;25042230675;11;1;0;1;1;0;1;0;0;0;0;1;0;1;0;0;1;
2004 22 3;473;25042410843;5;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;
2004 22 3;474;25042320270;11;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;
2004 22 3;475;25042250566;11;0;1;1;0;0;1;0;1;0;1;1;0;1;1;0;0;
2004 22 3;476;25042320113;11;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;
2004 22 3;477;25042320075;11;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;
2004 22 3;478;25042330992;11;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;
2004 22 3;479;25042340752;11;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;
2004 22 3;480;25042230664;11;1;0;1;1;0;1;0;0;0;0;1;0;1;0;0;1;
2004 22 3;481;25042320920;11;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;
2004 22 3;482;25042340550;11;1;0;1;0;0;1;0;0;0;0;0;0;1;0;0;1;
2004 22 3;483;25042320689;11;1;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;
2004 22 3;484;25042350528;8;0;0;1;1;1;1;0;0;0;0;1;0;0;0;1;1;
2004 22 3;485;25042331004;8;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;
2004 22 3;486;25042331003;8;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;
2004 22 3;487;25042320688;11;1;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;
2004 22 3;488;25042320053;11;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;
2004 22 3;489;25042320322;11;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;
2004 22 3;490;25042320674;11;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;
2004 22 3;491;25042320410;11;1;0;0;0;0;1;0;0;0;0;1;1;1;0;0;1;
2004 22 3;492;25042320956;11;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;
2004 22 3;493;25042250572;11;0;1;1;0;0;1;0;1;0;1;1;0;1;1;0;0;
2004 22 3;494;25042321013;11;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;
2004 22 3;495;25042340655;11;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;
2004 22 3;496;25042320615;11;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;
2004 22 3;497;25042320151;9;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;
2004 22 3;498;25042320771;9;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;
2004 22 3;499;25042220086;9;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;
2004 22 3;500;25042320286;9;1;0;1;1;0;1;0;0;0;0;1;0;0;0;0;1;
2004 22 3;501;25042340863;9;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;
2004 22 3;502;25042330634;9;0;0;1;0;0;1;0;0;0;0;1;1;0;0;0;1;
2004 22 3;503;25042320380;9;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0;1;
2004 22 3;504;25042330358;9;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;
2004 22 3;505;25042250591;9;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;1;
2004 22 3;506;25042320450;9;1;0;1;1;0;1;0;0;0;0;1;0;0;0;0;1;
2004 22 3;507;25042321204;11;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;
2004 22 3;508;25042320922;11;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;
2004 22 3;509;25042320028;11;1;0;0;0;0;1;0;0;0;0;1;0;1;0;0;1;
2004 22 3;510;25042320271;11;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;
2004 22 3;511;25042320612;11;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;
2004 22 3;512;25042320267;11;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;
2004 22 3;513;25042320171;11;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;
2004 22 3;514;25042320481;11;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;
2004 22 3;515;25042240607;11;1;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;
2004 22 3;516;25042320954;11;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;
2004 22 3;517;25042220686;10;1;1;1;1;1;1;0;1;0;0;1;0;0;1;0;1;
2004 22 3;518;25042220453;10;1;1;1;1;1;1;0;1;0;0;1;0;0;1;0;1;
2004 22 3;519;25042320939;11;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;
2004 22 3;520;25042320168;11;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;
2004 22 3;521;25042240552;11;1;0;1;0;0;0;0;0;0;0;0;1;1;0;0;1;
2004 22 3;522;25042320933;11;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;
2004 22 3;523;25042230649;11;1;0;1;1;0;1;0;0;0;0;1;0;1;0;0;1;
2004 22 3;524;25042230350;11;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;
2004 22 3;525;25042320055;11;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;
2004 22 3;526;25042320642;11;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;
2004 22 3;527;25042250455;11;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;
2004 22 3;528;25042230663;11;1;0;1;1;0;1;0;0;0;0;1;0;1;0;0;1;
2004 22 3;529;25042321141;14;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;
2004 22 3;530;25042240669;14;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;
2004 22 3;531;25042320033;14;1;0;0;0;0;1;0;0;0;0;1;0;1;0;0;1;
2004 22 3;532;25042230648;14;1;0;1;1;0;1;0;0;0;0;1;0;1;0;0;1;
2004 22 3;533;25042321046;14;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;
2004 22 3;534;25042321421;14;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;
2004 22 3;535;25042340665;14;0;1;0;0;0;1;0;1;0;0;1;1;1;1;0;0;
2004 22 3;536;25042330819;14;1;0;1;1;0;0;0;0;0;0;1;0;1;0;0;1;
2004 22 3;537;25042320738;14;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;1;
2004 22 3;538;25042260005;14;1;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;
2004 22 3;539;25042340911;11;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;
2004 22 3;540;25042250458;11;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;
2004 22 3;541;25042320641;11;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;
2004 22 3;542;25042320030;11;1;0;0;0;0;1;0;0;0;0;1;0;1;0;0;1;
2004 22 3;543;25042340744;11;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;
2004 22 3;544;25042330998;11;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;
2004 22 3;545;25042320052;11;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;
2004 22 3;546;25042320703;11;1;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;
2004 22 3;547;25042320170;11;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;
2004 22 3;548;25042103416;11;1;0;1;0;1;1;0;0;0;0;1;0;1;0;0;1;
2004 22 3;549;25042321138;15;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;
2004 22 3;550;25042321402;15;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;
2004 22 3;551;25042340903;15;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;
2004 22 3;552;25042340894;15;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;
2004 22 3;553;25042250479;15;0;0;1;1;1;1;0;0;0;0;1;0;1;0;0;1;
2004 22 3;554;25042240632;15;1;0;1;0;0;1;0;0;1;0;0;0;1;0;0;0;
2004 22 3;555;25042240561;15;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;
2004 22 3;556;25042240722;15;0;0;1;0;0;1;0;0;0;1;1;0;1;0;0;1;
2004 22 3;557;25042321137;15;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;
2004 22 3;558;25042330568;15;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;1;
2004 22 3;559;25042340749;11;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;
2004 22 3;560;25042320949;11;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;
2004 22 3;561;25042230659;11;1;0;1;1;0;1;0;0;0;0;1;0;1;0;0;1;
2004 22 3;562;25042340748;11;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;
2004 22 3;563;25042340493;11;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;
2004 22 3;564;25042810786;11;0;1;0;0;0;1;0;1;0;1;1;0;1;1;0;0;
2004 22 3;565;25042340654;11;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;
2004 22 3;566;25042230654;11;1;0;1;1;0;1;0;0;0;0;1;0;1;0;0;1;
2004 22 3;567;25042320528;11;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;
2004 22 3;568;25042340751;11;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;
2004 22 3;569;25042321071;12;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;
2004 22 3;570;25042321384;12;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;
2004 22 3;571;25042321383;12;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;
2004 22 3;572;25042330985;12;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;
2004 22 3;573;25042321414;12;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;
2004 22 3;574;25042331020;12;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;
2004 22 3;575;25042340482;12;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;
2004 22 3;576;25042340506;12;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;
2004 22 3;577;25042340505;12;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;
2004 22 3;578;25042340504;12;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;
2004 22 3;579;25042230650;11;1;0;1;1;0;1;0;0;0;0;1;0;1;0;0;1;
2004 22 3;580;25042340755;11;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;
2004 22 3;581;25042250562;11;0;1;1;0;0;1;0;1;0;1;1;0;1;1;0;0;
2004 22 3;582;25042320015;11;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;
2004 22 3;583;25042320029;11;1;0;0;0;0;1;0;0;0;0;1;0;1;0;0;1;
2004 22 3;584;25042320923;11;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;
2004 22 3;585;25042340927;11;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;
2004 22 3;586;25042320054;11;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;
2004 22 3;587;25042330789;11;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;
2004 22 3;588;25042340741;11;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;
2004 22 3;589;25042410980;7;0;0;0;0;1;1;0;0;1;0;0;0;0;0;1;0;
2004 22 3;590;25042331044;11;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;
2004 22 3;591;25042340786;11;1;0;1;0;0;1;0;0;0;0;0;0;1;0;0;1;
2004 22 3;592;25042340746;11;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;
2004 22 3;593;25042331046;11;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;
2004 22 3;594;25042250644;11;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;
2004 22 3;595;25042340747;11;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;
2004 22 3;596;25042330713;11;0;0;1;1;0;0;0;0;0;0;1;0;1;0;0;1;
2004 22 3;597;25042320318;11;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;
2004 22 3;598;25042250571;11;0;1;1;0;0;1;0;1;0;1;1;0;1;1;0;0;
2004 22 3;599;25042340757;11;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;
2004 22 3;600;25042230351;13;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;
2004 22 3;601;25042103415;13;1;0;1;1;1;1;0;0;0;0;1;0;1;0;0;1;
2004 22 3;602;25042321080;13;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;
2004 22 3;603;25042240609;13;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;
2004 22 3;604;25042320667;13;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;
2004 22 3;605;25042330825;13;1;0;1;1;0;0;0;0;0;0;1;0;1;0;0;1;
2004 22 3;606;25042321054;13;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;
2004 22 3;607;25042340548;13;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;1;
2004 22 3;608;25042330609;13;1;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;
2004 22 3;609;25042240675;13;1;0;0;0;0;1;0;0;1;0;1;0;1;0;0;0;
2004 22 3;610;25042320169;11;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;
2004 22 3;611;25042340743;11;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;
2004 22 3;612;25042320313;11;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;
2004 22 3;613;25042331045;11;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;
2004 22 3;614;25042250289;11;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;1;
2004 22 3;615;25042331017;11;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;
2004 22 3;616;25042320082;11;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;
2004 22 3;617;25042340647;11;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;
2004 22 3;618;25042320314;11;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;
2004 22 3;619;25042250560;11;0;1;1;0;0;1;0;1;0;1;1;0;1;1;0;0;
2004 22 3;620;25042330875;13;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;
2004 22 3;621;25042230540;13;1;0;1;1;0;1;1;0;0;0;1;0;1;0;0;1;
2004 22 3;622;25042240662;13;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;
2004 22 3;623;25042240641;13;1;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;
2004 22 3;624;25042340523;13;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;
2004 22 3;625;25042340729;13;1;0;1;0;0;1;0;0;0;0;0;0;1;0;0;1;
2004 22 3;626;25042230498;13;1;0;1;1;0;0;0;0;0;0;0;0;1;0;0;1;
2004 22 3;627;25042240666;13;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;
2004 22 3;628;25042330874;13;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;
2004 22 3;629;25042240674;13;1;0;0;0;0;1;0;0;1;0;1;0;1;0;0;0;
2004 22 3;630;25042320148;11;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;
2004 22 3;631;25042320636;11;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;
2004 22 3;632;25042330592;11;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;1;
2004 22 3;633;25042320196;11;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;
2004 22 3;634;25042230651;11;1;0;1;1;0;1;0;0;0;0;1;0;1;0;0;1;
2004 22 3;635;25042331005;11;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;
2004 22 3;636;25042320086;11;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;
2004 22 3;637;25042340756;11;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;
2004 22 3;638;25042331025;11;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;
2004 22 3;639;25042331018;11;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;
2004 22 3;640;25042240672;13;1;0;0;0;0;1;0;0;1;0;1;0;1;0;0;0;
2004 22 3;641;25042330876;13;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;
2004 22 3;642;25042330552;13;1;1;1;0;0;1;0;1;0;0;1;0;1;1;0;1;
2004 22 3;643;25042330980;13;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;
2004 22 3;644;25042230359;13;1;0;1;1;0;1;0;0;0;0;1;0;1;0;0;1;
2004 22 3;645;25042330784;13;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;
2004 22 3;646;25042240671;13;1;0;0;0;0;1;0;0;1;0;1;0;1;0;0;0;
2004 22 3;647;25042330873;13;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;
2004 22 3;648;25042331024;11;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;
2004 22 3;649;25042230653;11;1;0;1;1;0;1;0;0;0;0;1;0;1;0;0;1;
2004 22 3;650;25042340658;11;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;
2004 22 3;651;25042320319;11;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;
2004 22 3;652;25042320266;11;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;
2004 22 3;653;25042320914;11;1;0;0;0;1;1;0;0;1;0;1;1;1;0;0;0;
2004 22 3;654;25042331022;11;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;
2004 22 3;655;25042331016;11;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;
2004 22 3;656;25042340084;11;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;
2004 22 3;657;25042320660;11;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;
2004 22 3;658;25042240686;16;1;0;1;1;0;1;0;0;0;0;1;0;0;0;0;1;
2004 22 3;659;25042320836;16;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;
2004 22 3;660;25042321422;16;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;
2004 22 3;661;25042320826;16;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;
2004 22 3;662;25042240603;16;1;0;1;1;1;1;0;0;0;0;1;0;0;0;0;1;
2004 22 3;663;25042320657;16;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
2004 22 3;664;25042320375;16;1;0;1;0;0;1;0;0;0;0;1;0;0;0;0;1;
2004 22 3;665;25042321365;16;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;
2004 22 3;666;25042220462;16;1;1;1;1;0;1;0;1;0;0;1;0;0;1;0;1;
2004 22 3;667;25042320880;16;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;
2004 22 3;668;25042321416;11;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;
2004 22 3;669;25042340648;11;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;
2004 22 3;670;25042320426;11;1;0;1;0;0;1;0;0;0;0;1;0;1;0;0;1;
2004 22 3;671;25042340515;11;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;
2004 22 3;672;25042230676;11;1;0;1;1;0;1;0;0;0;0;1;0;1;0;0;1;
2004 22 3;673;25042320480;11;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;
2004 22 3;674;25042331021;11;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;
2004 22 3;675;25042340750;11;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;
2004 22 3;676;25042320999;11;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;
2004 22 3;677;25042340513;11;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;
2004 22 3;678;25042330908;16;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;
2004 22 3;679;25042320153;16;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;
2004 22 3;680;25042321057;16;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;
2004 22 3;681;25042321449;16;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;
2004 22 3;682;25042330699;16;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;
2004 22 3;683;25042240707;16;1;0;1;1;0;1;0;0;0;0;1;0;0;0;0;1;
2004 22 3;684;25042330787;16;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;
2004 22 3;685;25042240760;16;1;1;0;0;0;1;0;1;1;0;1;1;0;1;0;0;
2004 22 3;686;25042321045;16;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;
2004 22 3;687;25042250649;16;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0;1;
2004 22 3;688;25042340742;11;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;
2004 22 3;689;25042331019;11;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;
2004 22 3;690;25042320167;11;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;
2004 22 3;691;25042340036;11;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;
2004 22 3;692;25042230560;11;1;0;1;1;1;1;0;0;0;0;1;0;1;0;0;1;
2004 22 3;693;25042340650;11;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;
2004 22 3;694;25042330820;11;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;
2004 22 3;695;25042320315;11;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;
2004 22 3;696;25042321117;11;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;
2004 22 3;697;25042340083;11;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;
2004 22 3;698;25042240602;16;1;0;1;1;1;1;0;0;0;0;1;0;0;0;0;1;
2004 22 3;699;25042240016;16;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;1;
2004 22 3;700;25042340363;16;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
2004 22 3;701;25042320240;16;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;1;
2004 22 3;702;25042330864;16;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;
2004 22 3;703;25042250604;16;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0;1;
2004 22 3;704;25042220085;16;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;
2004 22 3;705;25042320452;16;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;
2004 22 3;706;25042330896;16;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;
2004 22 3;707;25042250527;16;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0;1;
2004 22 3;708;25042321078;11;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;
2004 22 3;709;25042810785;11;0;1;0;0;0;1;0;1;0;1;1;0;1;1;0;0;
2004 22 3;710;25042331015;11;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;
2004 22 3;711;25042230487;11;1;0;1;1;0;1;0;0;0;0;1;0;1;0;0;1;
2004 22 3;712;25042240699;11;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;
2004 22 3;713;25042331023;11;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;
2004 22 3;714;25042240575;11;1;0;0;0;0;1;0;0;0;0;1;1;1;0;0;0;
2004 22 3;715;25042320335;11;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;
2004 22 3;716;25042330959;11;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;
2004 22 3;717;25042320681;11;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;
2004 22 3;718;25042240713;16;1;0;1;1;0;1;0;0;0;0;1;0;0;0;0;1;
2004 22 3;719;25042320819;16;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;
2004 22 3;720;25042320518;16;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
2004 22 3;721;25042250484;16;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0;1;
2004 22 3;722;25042330899;16;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;
2004 22 3;723;25042340365;16;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
2004 22 3;724;25042240720;16;1;0;1;1;0;1;0;0;0;0;1;0;0;0;0;1;
2004 22 3;725;25042321314;16;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;
2004 22 3;726;25042320878;16;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;
2004 22 3;727;25042220502;16;1;1;1;1;0;1;0;1;0;0;1;0;0;1;0;1;
2004 22 3;728;25042330965;11;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;
2004 22 3;729;25042320227;11;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;
2004 22 3;730;25042321143;11;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;
2004 22 3;731;25042320679;11;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;
2004 22 3;732;25042330389;11;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;
2004 22 3;733;25042230566;11;1;0;1;1;1;1;0;0;0;0;1;0;1;0;0;1;
2004 22 3;734;25042340754;11;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;
2004 22 3;735;25042320320;11;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;
2004 22 3;736;25042240611;11;1;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;
2004 22 3;737;25042320678;11;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;
2004 22 3;738;25042230381;16;1;0;1;1;0;1;0;0;0;1;0;0;0;0;0;1;
2004 22 3;739;25042330898;16;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;
2004 22 3;740;25042340354;16;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
2004 22 3;741;25042320869;16;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;
2004 22 3;742;25042240533;16;1;0;1;1;0;1;0;0;0;0;1;0;0;0;0;1;
2004 22 3;743;25042321317;16;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;
2004 22 3;744;25042320813;16;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;
2004 22 3;745;25042240777;16;1;1;0;0;0;1;0;1;0;0;1;0;0;1;0;0;
2004 22 3;746;25042330901;16;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;
2004 22 3;747;25042240556;16;1;0;1;1;1;1;0;0;0;0;1;0;0;0;0;1;
2004 22 3;748;25042320670;11;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;
2004 22 3;749;25042340086;11;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;
