Date;SeqRank;Ident;Paint Color;HPRC1;HPRC2;HPRC3;HPRC4;HPRC5;HPRC6;HPRC7;HPRC8;HPRC9;LPRC1;LPRC2;LPRC3;LPRC4;LPRC5;LPRC6;LPRC7;LPRC8;
2004 23 3;522;23042321025;1;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;
2004 23 3;523;23042310892;11;0;1;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;
2004 23 3;524;23042330604;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;
2004 23 3;525;23042310731;11;0;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;
2004 23 3;526;23042311105;6;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;
2004 23 3;527;23042320617;7;0;1;0;0;1;1;1;0;0;1;1;1;0;0;0;0;0;
2004 23 3;528;23042321100;7;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;
2004 23 3;529;23042310592;7;0;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;
2004 23 3;530;23042320169;7;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;
2004 23 3;531;23042310609;7;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;
2004 23 3;532;23042320621;7;0;1;0;0;1;1;1;0;0;1;1;1;0;0;0;0;0;
2004 23 3;533;23042311233;7;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;1;0;
2004 23 3;534;23042310998;7;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;
2004 23 3;535;23042320057;4;0;0;0;0;1;1;1;0;0;0;0;0;1;0;0;0;0;
2004 23 3;536;23042320221;12;0;1;0;0;1;1;1;0;0;1;0;0;0;0;0;0;0;
2004 23 3;537;23042320242;12;0;0;0;1;1;0;0;1;0;0;0;0;0;0;1;0;1;
2004 23 3;538;23042320635;12;0;1;0;0;1;1;1;0;0;1;1;1;0;0;0;0;0;
2004 23 3;539;23042320966;7;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;
2004 23 3;540;23042320827;7;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;
2004 23 3;541;23042320062;7;0;0;0;1;1;0;0;1;0;0;0;0;0;0;1;0;1;
2004 23 3;542;23042320623;7;0;1;0;0;1;1;1;0;0;1;1;1;0;0;0;0;0;
2004 23 3;543;23042311012;7;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;
2004 23 3;544;23042320395;2;0;0;0;1;1;0;0;1;0;1;0;0;0;0;1;0;1;
2004 23 3;545;23042320120;2;0;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;
2004 23 3;546;23042301992;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;
2004 23 3;547;23042320308;2;0;1;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;
2004 23 3;548;23042320304;2;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;1;0;
2004 23 3;549;23042320613;2;0;1;0;0;1;1;1;0;0;1;1;1;0;0;0;0;0;
2004 23 3;550;23042320058;2;0;0;0;1;1;0;0;1;0;0;0;0;0;0;1;0;1;
2004 23 3;551;23042321051;2;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;
2004 23 3;552;23042320212;2;0;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;
2004 23 3;553;23042320220;2;0;0;0;1;1;0;0;1;0;0;0;0;0;0;1;0;1;
2004 23 3;554;23042320368;4;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;
2004 23 3;555;23042320800;4;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;
2004 23 3;556;23042320116;4;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;
2004 23 3;557;23042320051;4;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;
2004 23 3;558;23042320241;4;0;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;
2004 23 3;559;23042320067;12;0;0;0;1;1;0;0;1;0;0;0;0;0;0;1;0;1;
2004 23 3;560;23042320636;12;0;1;0;0;1;1;1;0;0;1;1;1;0;0;0;0;0;
2004 23 3;561;23042450054;13;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;
2004 23 3;562;23042320737;12;0;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;
2004 23 3;563;23042310494;12;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;
2004 23 3;564;23042320641;12;0;1;0;0;1;1;1;0;0;1;1;1;0;0;0;0;0;
2004 23 3;565;23042450011;13;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;
2004 23 3;566;23042320101;4;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;
2004 23 3;567;23042320364;4;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;
2004 23 3;568;23042320261;2;0;1;0;0;1;1;1;0;0;1;1;1;0;0;0;0;0;
2004 23 3;569;23042320151;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;
2004 23 3;570;23042320728;2;0;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;
2004 23 3;571;23042320286;2;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;
2004 23 3;572;23042320230;2;0;0;0;1;1;0;0;1;0;0;0;0;0;0;1;0;1;
2004 23 3;573;23042320705;2;0;1;0;0;1;1;1;0;0;1;1;1;0;0;0;0;0;
2004 23 3;574;23042320122;2;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;
2004 23 3;575;23042320791;2;0;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;
2004 23 3;576;23042602240;8;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;
2004 23 3;577;23042320662;1;0;1;0;0;1;1;1;0;0;1;1;1;0;0;0;0;0;
2004 23 3;578;23042320310;1;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;
2004 23 3;579;23042320734;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;1;0;
2004 23 3;580;23042321065;1;1;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;
2004 23 3;581;23042321024;1;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;
2004 23 3;582;23042321003;1;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;
2004 23 3;583;23042320275;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;1;0;
2004 23 3;584;23042320654;1;0;1;0;0;1;1;1;0;0;1;1;1;0;0;0;0;0;
2004 23 3;585;23042430132;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;
2004 23 3;586;23042321004;1;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;
2004 23 3;587;23042310338;1;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;
2004 23 3;588;23042320649;1;0;1;0;0;1;1;1;0;0;1;1;1;0;0;0;0;0;
2004 23 3;589;23042321075;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;
2004 23 3;590;23042320842;6;0;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;
2004 23 3;591;23042320204;6;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;
2004 23 3;592;23042320683;6;0;1;0;0;1;1;1;0;0;1;1;1;0;0;0;0;0;
2004 23 3;593;23042602233;8;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;
2004 23 3;594;23042320149;2;0;1;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;
2004 23 3;595;23042320828;2;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;
2004 23 3;596;23042320287;2;0;1;0;0;1;1;1;0;0;1;0;0;0;0;0;0;0;
2004 23 3;597;23042320877;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;
2004 23 3;598;23042320612;2;0;1;0;0;1;1;1;0;0;1;1;1;0;0;0;0;0;
2004 23 3;599;23042320804;2;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;1;0;
2004 23 3;600;23042320595;2;0;1;0;1;1;1;1;0;0;1;0;0;0;0;0;0;0;
2004 23 3;601;23042330156;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;
2004 23 3;602;23042320704;2;0;1;0;0;1;1;1;0;0;1;1;1;0;0;0;0;0;
2004 23 3;603;23042320742;2;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;
2004 23 3;604;23042320140;2;0;1;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;
2004 23 3;605;23042330190;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;
2004 23 3;606;23042320600;2;0;1;0;0;1;1;1;0;0;1;1;1;0;0;0;0;0;
2004 23 3;607;23042311001;7;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;
2004 23 3;608;23042311451;7;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;
2004 23 3;609;23042311006;7;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;
2004 23 3;610;23042320369;4;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;
2004 23 3;611;23042320102;4;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;
2004 23 3;612;23042321066;4;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;
2004 23 3;613;23042320084;4;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;
2004 23 3;614;23042320089;4;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;
2004 23 3;615;23042310578;4;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;
2004 23 3;616;23042311011;7;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;
2004 23 3;617;23042320807;4;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;
2004 23 3;618;23042320088;4;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;
2004 23 3;619;23042320960;2;0;1;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;
2004 23 3;620;23042330159;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;
2004 23 3;621;23042320782;2;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;
2004 23 3;622;23042320130;2;0;1;0;1;1;1;1;0;0;1;0;0;0;0;0;0;0;
2004 23 3;623;23042320854;2;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;
2004 23 3;624;23042321063;2;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;
2004 23 3;625;23042320698;2;0;1;0;0;1;1;1;0;0;1;1;1;0;0;0;0;0;
2004 23 3;626;23042320133;2;0;0;1;1;1;0;0;1;0;0;0;0;0;0;1;0;1;
2004 23 3;627;23042450064;13;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;
2004 23 3;628;23042320797;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;1;0;
2004 23 3;629;23042320658;1;0;1;0;0;1;1;1;0;0;1;1;1;0;0;0;0;0;
2004 23 3;630;23042320994;1;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;
2004 23 3;631;23042320112;1;0;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;
2004 23 3;632;23042320864;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;
2004 23 3;633;23042320829;1;0;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;
2004 23 3;634;23042320752;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;1;0;
2004 23 3;635;23042320668;1;0;1;0;0;1;1;1;0;0;1;1;1;0;0;0;0;0;
2004 23 3;636;23042321026;1;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;
2004 23 3;637;23042450010;13;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;
2004 23 3;638;23042310700;12;0;1;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;
2004 23 3;639;23042450094;13;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;
2004 23 3;640;23042320576;1;0;1;0;0;1;1;1;0;0;1;1;1;0;0;0;0;0;
2004 23 3;641;23042321005;1;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;
2004 23 3;642;23042320756;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;
2004 23 3;643;23042320992;1;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;
2004 23 3;644;23042320647;1;0;1;0;0;1;1;1;0;0;1;1;1;0;0;0;0;0;
2004 23 3;645;23042310987;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;
2004 23 3;646;23042321014;1;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;
2004 23 3;647;23042320316;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;1;0;
2004 23 3;648;23042320583;1;0;1;0;0;1;1;1;0;0;1;1;1;0;0;0;0;0;
2004 23 3;649;23042320942;1;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;
2004 23 3;650;23042320054;1;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;
2004 23 3;651;23042320297;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;1;0;
2004 23 3;652;23042321020;1;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;
2004 23 3;653;23042320851;1;0;1;0;0;1;1;1;0;0;1;1;1;0;0;0;0;0;
2004 23 3;654;23042321021;1;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;
2004 23 3;655;23042450096;13;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;
2004 23 3;656;23042320843;6;0;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;
2004 23 3;657;23042320017;3;0;0;0;0;1;1;1;0;0;1;1;1;0;0;0;0;0;
2004 23 3;658;23042311237;3;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;
2004 23 3;659;23042320070;3;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;1;0;
2004 23 3;660;23042450009;13;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;
2004 23 3;661;23042311401;3;0;1;0;1;1;1;1;0;0;1;0;1;0;0;0;0;0;
2004 23 3;662;23042320977;3;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;1;0;
2004 23 3;663;23042320113;3;0;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;
2004 23 3;664;23042311437;3;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;
2004 23 3;665;23042450078;13;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;
2004 23 3;666;23042320939;4;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;
2004 23 3;667;23042320319;4;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;
2004 23 3;668;23042320375;4;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;
2004 23 3;669;23042321036;4;1;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;
2004 23 3;670;23042320718;4;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;
2004 23 3;671;23042320206;4;0;0;0;0;1;1;1;0;0;0;0;0;1;0;0;0;0;
2004 23 3;672;23042320880;7;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;
2004 23 3;673;23042320912;7;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;
2004 23 3;674;23042320216;7;0;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;
2004 23 3;675;23042310997;7;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;
2004 23 3;676;23042320131;7;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;
2004 23 3;677;23042320625;7;0;1;0;0;1;1;1;0;0;1;1;1;0;0;0;0;0;
2004 23 3;678;23042311235;7;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;
2004 23 3;679;23042320300;7;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;
2004 23 3;680;23042320838;7;0;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;
2004 23 3;681;23042311003;7;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;
2004 23 3;682;23042321121;9;0;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;
2004 23 3;683;23042320030;9;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;
2004 23 3;684;23042310001;9;0;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;
2004 23 3;685;23042320284;9;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;1;0;
2004 23 3;686;23042320392;9;0;1;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;
2004 23 3;687;23042311009;7;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;
2004 23 3;688;23042320383;2;0;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;
2004 23 3;689;23042320123;2;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;
2004 23 3;690;23042320616;2;0;1;0;0;1;1;1;0;0;1;1;1;0;0;0;0;0;
2004 23 3;691;23042320292;2;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;1;0;
2004 23 3;692;23042321034;2;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;
2004 23 3;693;23042320723;2;0;0;0;1;1;0;0;1;0;1;0;0;0;0;1;0;1;
2004 23 3;694;23042320605;2;0;1;0;0;1;1;1;0;0;1;1;1;0;0;0;0;0;
2004 23 3;695;23042320324;4;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;
2004 23 3;696;23042320356;4;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;
2004 23 3;697;23042450059;13;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;
2004 23 3;698;23042320365;4;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;
2004 23 3;699;23042320373;4;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;
2004 23 3;700;23042320354;4;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;
2004 23 3;701;23042321057;4;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;
2004 23 3;702;23042320343;4;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;
2004 23 3;703;23042320948;4;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;
2004 23 3;704;23042320156;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;
2004 23 3;705;23042320179;4;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;
2004 23 3;706;23042320376;4;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;
2004 23 3;707;23042320326;4;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;
2004 23 3;708;23042450025;13;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;
2004 23 3;709;23042320611;2;0;1;0;0;1;1;1;0;0;1;1;1;0;0;0;0;0;
2004 23 3;710;23042320038;2;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;
2004 23 3;711;23042320033;2;0;1;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;
2004 23 3;712;23042320947;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;
2004 23 3;713;23042320832;2;0;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;
2004 23 3;714;23042320153;2;0;0;0;1;1;0;0;1;0;0;0;0;0;0;1;0;1;
2004 23 3;715;23042320597;2;0;1;0;0;1;1;1;0;0;1;1;1;0;0;0;0;0;
2004 23 3;716;23042320325;4;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;
2004 23 3;717;23042450035;13;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;
2004 23 3;718;23042320065;2;0;0;0;1;1;0;0;1;0;0;0;0;0;0;1;0;1;
2004 23 3;719;23042321072;5;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;
2004 23 3;720;23042321035;5;1;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;
2004 23 3;721;23042320973;4;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;
2004 23 3;722;23042320367;4;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;
2004 23 3;723;23042320333;4;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;
2004 23 3;724;23042450049;13;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;
2004 23 3;725;23042320105;4;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;
2004 23 3;726;23042320810;4;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;
2004 23 3;727;23042450098;13;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;
2004 23 3;728;23042320328;4;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;
2004 23 3;729;23042320391;4;0;0;0;1;1;0;0;1;0;1;0;0;0;0;1;0;1;
2004 23 3;730;23042320938;4;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;
2004 23 3;731;23042320251;4;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;
2004 23 3;732;23042321055;4;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;
2004 23 3;733;23042310605;4;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;
2004 23 3;734;23042320360;4;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;
2004 23 3;735;23042320716;4;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;
2004 23 3;736;23042320061;3;0;0;0;1;1;0;0;1;0;0;0;0;0;0;1;0;1;
2004 23 3;737;23042450013;13;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;
2004 23 3;738;23042320707;2;0;1;0;0;1;1;1;0;0;1;1;1;0;0;0;0;0;
2004 23 3;739;23042450081;13;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;
2004 23 3;740;23042320329;4;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;
2004 23 3;741;23042320868;4;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;
2004 23 3;742;23042320119;4;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;1;0;
2004 23 3;743;23042320899;4;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;
2004 23 3;744;23042321058;4;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;
2004 23 3;745;23042320086;4;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;
2004 23 3;746;23042320357;4;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;
2004 23 3;747;23042320785;4;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;
2004 23 3;748;23042320386;3;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;1;0;
2004 23 3;749;23042450073;13;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;
2004 23 3;750;23042320643;12;0;1;0;0;1;1;1;0;0;1;1;1;0;0;0;0;0;
2004 23 3;751;23042450089;13;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;
2004 23 3;752;23042320335;4;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;
2004 23 3;753;23042320150;4;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;
2004 23 3;754;23042320645;12;0;1;0;0;1;1;1;0;0;1;1;1;0;0;0;0;0;
2004 23 3;755;23042321118;12;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;
2004 23 3;756;23042320780;12;0;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;
2004 23 3;757;23042320573;12;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;1;0;
2004 23 3;758;23042320642;12;0;1;0;0;1;1;1;0;0;1;1;1;0;0;0;0;0;
2004 23 3;759;23042310877;12;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;
2004 23 3;760;23042450107;13;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;
2004 23 3;761;23042320034;2;0;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;
2004 23 3;762;23042320042;2;0;0;0;1;1;0;0;1;0;1;0;0;0;0;1;0;1;
2004 23 3;763;23042320031;2;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;
2004 23 3;764;23042320703;2;0;1;0;0;1;1;1;0;0;1;1;1;0;0;0;0;0;
2004 23 3;765;23042320136;2;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;1;
2004 23 3;766;23042320280;2;0;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;
2004 23 3;767;23042320125;2;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;1;0;
2004 23 3;768;23042320245;2;0;1;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;
2004 23 3;769;23042320083;4;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;
2004 23 3;770;23042450042;13;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;
2004 23 3;771;23042320710;2;0;1;0;0;1;1;1;0;0;1;1;1;0;0;0;0;0;
2004 23 3;772;23042320132;2;0;0;1;1;1;0;0;1;0;0;0;0;0;0;1;0;1;
2004 23 3;773;23042320350;4;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;
2004 23 3;774;23042320359;4;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;
2004 23 3;775;23042321067;4;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;
2004 23 3;776;23042320194;4;0;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;
2004 23 3;777;23042320104;4;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;
2004 23 3;778;23042320093;4;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;
2004 23 3;779;23042320954;2;0;0;0;1;1;0;0;1;0;0;0;0;0;0;1;0;1;
2004 23 3;780;23042450086;13;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;
2004 23 3;781;23042320796;4;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;
2004 23 3;782;23042320745;4;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;
2004 23 3;783;23042320340;4;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;
2004 23 3;784;23042450029;13;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;
2004 23 3;785;23042320076;2;0;1;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;
2004 23 3;786;23042320263;2;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;
2004 23 3;787;23042320697;2;0;1;0;0;1;1;1;0;0;1;1;1;0;0;0;0;0;
2004 23 3;788;23042320163;2;0;0;0;1;1;0;0;1;0;0;0;0;0;0;1;0;1;
2004 23 3;789;23042321062;2;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;
2004 23 3;790;23042320598;2;0;1;0;0;1;1;1;0;0;1;1;1;0;0;0;0;0;
2004 23 3;791;23042320815;2;0;0;0;1;1;0;0;1;0;0;0;0;0;0;1;0;1;
2004 23 3;792;23042320779;2;0;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;
2004 23 3;793;23042450020;13;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;
